index,cleaned,document_link,abstract,all_authors,pdf_path,title,publisher,year_published,volume,date_uploaded,keywords,start,end,,,,,,,,,
"2,400",T,http://lenr-canr.org/acrobat/NEDOthesixthina.pdf#page=106,"A ""Fine Tuning"" parameter is introduced to describe how an extremely narrow energy level in the nuclear potential well is able to keep itselfin resonance with the energy level in the lattice potential well. The good agreement between theoretical expectation and the experimental observation provides an additional evidence for the ""resonance penetration of Coulomb barrier via lattice confined deuterons"", and suggests the key to enhance the reproducibility of ""excess heat"".","Li, X. Z.; Huang, G. S.; Bian, Z. G.; Yang, J.",NEDOthesixthina.pdf,?Fine Tuning? Mechanism for Resonance Tunneling in D/Pd Systems,"Sixth International Conference on Cold Fusion, Progress in New Hydrogen Energy","1,996",2,2018-11-30,Theory,106,110,,,,,,,,,
"2,402",T,http://lenr-canr.org/acrobat/ENECOtheseventh.pdf#page=197,"3 sets of calorimetric experiment in 3 years show that there is ""excess heat"" in the gas-loading DlPd systems also. This conclusion is based on the second law of thermodynamics, and is independent of the value of heat transfer coefficient qualitatively. Quantitatively, two kinds of ""excess heat"" have been identified: i.e. low power , continuous excess heat (< 1 W /c.c.), and high power, burst excess heat (~100W/c.c).","Li, X. Z.; Zheng, S. X.; Huang, H. F.; Huang, G. S.; Yu, W. Z.",ENECOtheseventh.pdf,New Measurements of Excess Heat in a Gas Loaded D-Pd System,The Seventh International Conference on Cold Fusion,"1,998",1,2018-11-26,"heat, gas, D2, Pd, electrolysis, ICCF-7",197,201,,,,,,,,,
"2,408",T,http://lenr-canr.org/acrobat/LiXZcondensedm.pdf,"""Condensed Matter Nuclear Science"" was suggested for the title of a new journal during an extended meeting held by ICCF-9 International Advisory Committee on May 21, 2002. It symbolized the new starting point of this research field after 13 years of world-wide continuous study. Three coherences were announced in Lerici, ITALY as the theme of ICCF-9, i.e. the coherence between CONDENSED MATTER PHYSICS and NUCLEAR PHYSICS; the coherence between ""hot fusion"" and ""cold fusion""; and the coherence between application and fundamental research. This conference is organized according to the theme.","Li, X. Z.",LiXZcondensedm.pdf,Condensed Matter Nuclear Science (Introduction to Proceedings),"The 9th International Conference on Cold Fusion, Condensed Matter Nuclear Science","2,002",1,2004-12-22,Review,,,,,,,,,,,
"2,409",T,http://lenr-canr.org/acrobat/LiXZsuperabsor.pdf,"ABSTRACT The concept of Super-Absorption has been proposed based on the correlation between deuterium flux and excess heat, and based on the selective resonant tunneling model. The experimental evidence for this correlation is shown in the D/Pd system with a Calvet high precision calorimeter. A theoretical model is set-up to show how the resonant tunneling effect will correlate the deuterium flux to the generation of excess heat.","Li, X. Z.; Liu, B.; Ren, X. Z.; Tian, J.; Cao, D. X.; Chen, S.; Pan, G. H.; Ho, D.; Deng, Y.",LiXZsuperabsor.pdf,"""Super-absorption"" - Correlation between deuterium flux and excess heat","The 9th International Conference on Cold Fusion, Condensed Matter Nuclear Science","2,002",1,2004-03-31,"ICCF-9, gas loading, D2, Pd, heat, theory",,,,,,,,,,,
"2,410",T,http://lenr-canr.org/acrobat/LiXZpumpingeff.pdf,"ABSTRACT Excess heat in a gas-loading D/Pd system is detected using current-constant mode or temperature-constant mode. A reproducible ""pumping effect"" is observed for the D/Pd gas-loading system. Using this effect, the power density of ""excess heat"" (apparent excess energy) reaches 2 W/cc.","Li, X. Z.; Liu, B.; Ren, X. Z.; Tian, J.; Yu, W. Z.; Cao, D. X.; Chen, S.; Pan, G. H.; Zheng, S. X.",LiXZpumpingeff.pdf,"""Pumping effect"" - Reproducible excess heat in a gas-loading D/Pd system","The 9th International Conference on Cold Fusion, Condensed Matter Nuclear Science","2,002",1,2004-03-31,"ICCF-9, gas loaded, D2, Pd, heat, resistence, loading",,,,,,,,,,,
"2,412",T,http://lenr-canr.org/acrobat/LiXZprogressin.pdf,"Great progress has been made after 14 year of experiments with the gas-loading D/Pd system. 6 watts of ""excess heat"" were generated in a gas-loaded D/Pd system for 9 hours continuously. This experiment has been repeated 6 times already in various configurations. The ""excess power"" density in the Pd disk is more than 100 W per cubic centimeter, which is about the power density in a fuel rod of a thermal neutron fission reactor.","Li, X. Z.; Liu, B.; Cai, N.; Wei, Q.; Tian, J.; Cao, D. X.",LiXZprogressin.pdf,PROGRESS IN GAS-LOADING D/Pd SYSTEM -- The feasibility of a self-sustaining heat generator,Tenth International Conference on Cold Fusion,"2,003",,2003-11-08,"excess heat, gas loading",,,,,,,,,,,
"2,413",T,http://lenr-canr.org/acrobat/LiXZcorrelatio.pdf,This paper is reprinted from the Journal of Physics D: Applied Physics. The original is on line at:http://www.iop.org/EJ/ http://www.iop.org/EJ/abstract/0022-3727/36/23/035/Abstract Deuterium flux through the thin wall of a palladium tube has been studied by monitoring gas pressure and temperature. A high-precision calorimeter (Calvet) was used to detect heat flow when the heater was shut down and the palladium tube was cooling down slowly. At certain temperatures an abnormal deuterium flux appeared. This deuterium flux reached a peak when the temperature of the palladium was decreasing. This abnormal deuterium flux differs from the monotonic feature of a normal diffusive flux and is accompanied by a heat flow.,"Li, X. Z.; Liu, B.; Tian, J.; Wei, Q.; Zhou, R.; Yu, Z. W.",LiXZcorrelatio.pdf,Correlation between abnormal deuterium flux and heat flow in a D/Pd system,J. Phys. D: Appl. Phys.,"2,003",36,2003-12-01,"gas loading, excess heat, helium",,,,,,,,,,,
"2,415",T,http://lenr-canr.org/acrobat/LiXZmultiplesc.pdf,"Abstract A simple 1-dimensional model is used to illustrate ""super-absorption"" in a crystal lattice. The WKB method is applied to calculate the reflection rate and the transmission rate for a single cell.? Then matrix algebra is manipulated to give the relation between the single cell and an array of N cells. The selective resonant tunneling in this array of N cells is discussed, and the dependence of the absorption rate on the number of the cells is calculated to show the difference between coherent and non-coherent systems.","Li, X. Z.; Liu, B.; Chen, S.; Wei, Q.; Cai, N.; Zheng, S.; Cao, D. X.",LiXZmultiplesc.pdf,"Multiple Scattering Theory (MST) and Condensed Matter Nuclear Science -- ""Super-Absorption"" in a Crystal Lattice",Eleventh International Conference on Condensed Matter Nuclear Science,"2,004",,2005-06-20,theory,,,,,,,,,,,
"2,416",T,http://lenr-canr.org/acrobat/LiXZachinesevi.pdf,"From www.springerlink.com. Reprinted with permission from the authors.Abstract:Investigation on tritium was one of the recommendations in Energy Research Advisory Board (ERAB) report of U. S. Department of Energy (DOE) in November, 1989. Fifteen years evolution of the related research proved that it was an important recommendation. A selective resonant tunneling model is attempted to explain this discovery. Deuterium flux might be a key issue to solve the problem of the reproducibility. A further investigation is suggested based on this model.","Li, X. Z.; Liu, B.; Wei, Q.; Zheng, S.; Cao, D. X.",LiXZachinesevi.pdf,A Chinese View on Summary of Condensed Matter Nuclear Science,J. Fusion Energy,"2,004",23,2006-01-03,Review,,,,,,,,,,,
"2,419",T,http://lenr-canr.org/acrobat/ISCMNSproceeding.pdf#page=222,"A confined particle in a lattice potential well may tunnel through Coulomb barrier in terms of resonance. It will select the resonance which is of a specific life-time. In contrast to beam-target situation using an accelerator, the selected life-time of this resonance is . . .","Li, X. Z.; Wei, Q.; Liu, B.; Cai, N.",ISCMNSproceeding.pdf,Selective Resonant Tunneling through Coulomb Barrier by Confined Particles in Lattice Well,Proceedings of the 8th International Workshop on Anomalies in Hydrogen / Deuterium Loaded Metals,"2,007",,2018-08-29,theory,222,232,,,,,,,,,
"2,420",T,http://lenr-canr.org/acrobat/BiberianJPjcondensed.pdf#page=17,"Selective Resonant tunneling model has been successful to explain the three major puzzles in cold fusion proposed by nuclear physicist (i.e. penetration of Coulomb barrier, no neutron emission, no gamma radiation), and successful also to explain the three major cross-section data in hot fusion(i.e. d+t, d+d, d+He3). Its prediction about 3-deuteron fusion has been found in experiments as well. The reasonable inference is the neutrino emission from the metal hydrides. The feasibility of detection of this neutrino is discussed in this note.","Li, X. Z.; Wei, Q.; Liu, B.; Ren, S. L.",BiberianJPjcondensed.pdf,The Conjecture of the Neutrino Emission from the Metal Hydrides,J. Condensed Matter Nucl. Sci.,"2,007",1,2010-08-27,"Condensed matter nuclear science, 3-Deuteron fusion reaction, KamLAND, Metal hydrides, Neutrino emission, Selective resonant tunneling",17,21,,,,,,,,,
"2,427",T,http://lenr-canr.org/acrobat/ViolanteVproceeding.pdf#page=166,"Two sets of experimental results are analyzed using the wave nature of the deuterons inside the palladium film. An identity for the ratio of absorption to transmission rate is derived to qualitatively explain the correlation between the deuterium flux and heat flow in experiments. In addition, a peak-wise behavior is shown for the permeation of deuterium flux through the palladium thin film as a function of the number of nanometer coating layers in experiments and in theory. This peak-wise variation is the charateristic behavior due to the wave nature of the deuterons.","Li, X. Z.; Liu, B.; Tian, J.; Ren, X. Z.; Li, J.; Wei, Q.; Liang, C. L.; Yu, J. Z.",ViolanteVproceeding.pdf,Wave Nature of Deuterium Flux Permeating through Palladium Thin Film with Nanometer Coating Layers --- (II) Theoretical Model,15th International Conference on Condensed Matter Nuclear Science,"2,009",,2013-08-05,theory,166,172,,,,,,,,,
"3,386",T,https://link.springer.com/article/10.1007/BF02826034,"We present the results of recent measurements, performed in Genoa with a novel neutron detector, on some titanium-deuterium systems. In spite of the good detector sensitivity, better than the one claimed by Jones and co-workers, no neutron emission was found.","Prati, P.; Ricco, G.; Taiuti, M.; Boragno, C.; Eggenhoffner, R.; Valbusa, U.",Search for neutron emission from titanium-deuterium systems.pdf,Search for neutron emission from titanium-deuterium systems,Nuovo Cimento Soc. Ital. Fis. A,"1,992",105,,"neutron method, titanium, D2",,,,,,,,,,,
"3,387",T,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.39.13170,"Molecular-dynamics results on a dilute solution of H in Pd are presented and compared with available incoherent inelastic neutron-scattering results. The embedded-atom model adopted here does a good job of describing the H-Pd atomic forces probed by incoherent inelastic neutron scattering. The time correlation functions associated with the computed spectra are strongly damped and indicative of the anharmonicity that has been suggested as the principal contribution to the anomalous isotope dependence of the superconducting transition temperature in PdH. These results highlight the fact that the H-atom vibrations in Pd-H solutions are low-frequency, large-amplitude vibrations relative to vibrations of H atoms in usual covalent interactions. The rms displacement of the H atom from its mean position in the center of the Pd octahedron compares favorably with the available neutron-diffraction results.","Pratt, L. R.; Eckert, J.",Molecular Dynamics of a Dilute Solution of Hydrogen in Palladium.pdf,Molecular Dynamics of a Dilute Solution of Hydrogen in Palladium,Phys. Rev. B: Mater. Phys.,"1,989",39,,"Pd, H, theory, vibration",,,,,,,,,,,
"3,388",T,https://www.tandfonline.com/doi/abs/10.13182/FST89-A29154?casa_token=p07Wc-O6MI4AAAAA:0X2T6nS03q-kV_72dhi8besDnb4ubuRkkjLhQ33EgnPwdayg8hZaIOI8uxK9_Pl3Lii_wci2-dEQJQ,"if cold fusion is verified, then the next important question deals with how it can be used to produce energy. Several novel direct energy conversion concepts for use with cold fusion are discussed.","Prelas, M. A.",Advanced energy conversion methods for cold fusion.pdf,Advanced energy conversion methods for cold fusion,Fusion Technol.,"1,989",16,,discussion,,,,,,,,,,,
"3,389",T,https://link.springer.com/article/10.1007/BF01059248,"Experiments are being performed to initiate the cold fusion process in Maxwellian plasmas and sub-atmospheric deuterium gas. Thus far, apparent neutron counts have been observed using a BF3 probe and Ludlum model 2200 digital counter, and a broad 8.1 MeV peak has been observed using a 3-inch sodium iodide crystal and a Nucleus PCA II multichannel analyzer. The results appear to be dependent upon the temperature of the palladium sample, deuterium pressure, and the type of palladium sample used. The results are interesting but not sufficient for any conclusions at this point.","Prelas, M. A.; Boody, F.; Gallaher, W.; Leal-Quiros, E.; Mencin, D.; Taylor, S.",Cold fusion experiments using Maxwellian plasmas and sub-atmospheric deuterium gas.pdf,Cold fusion experiments using Maxwellian plasmas and sub-atmospheric deuterium gas,J. Fusion Energy,"1,990",9,,"Pd, ion bombardment, neutron, gamma emission",,,,,,,,,,,
"3,390",T,http://lenr-canr.org/acrobat/PrelasMAneutronemi.pdf,"During the summer of 1991, intense neutron bursts were observed after temperature shocking titanium chips which had been saturated with deuterium gas. The titanium chips were cooled and loaded with deuterium at 77 K and then rapidly heated to 323 K. The rapid heating produces a large pressure increase inside the crystalline lattice of the host metal. An Event Timer/Counter (ETC) card was designed and developed which counted and kept a time distribution of the neutron pulses as they occurred from a helium-3 neutron counter embedded in a paraffin moderator [1]. The experiment produced copious neutron counts. During one cooling and heating cycle, over 2 million neutrons were counted over a 5 min time period. In subsequent cooling and heating cycles using the same titanium chips, significant neutron bursts were observed with diminishing counts after each subsequent cycle. This paper will discuss the 1991 experiments and the status of ongoing experiments.","Prelas, M. A.; Lukosi, E.",PrelasMAneutronemi.pdf,Neutron Emission from Cryogenically Cooled Metals Under Thermal Shock,J. Condensed Matter Nucl. Sci.,"2,014",13,2012-11-06,"Deuterium, Neutrons, Phase Change, Surface preparation, Thermal shock, Titanium",,,,,,,,,,,
"3,391",T,https://www.sciencedirect.com/science/article/pii/S0021951798922710,"Four different methods for Pd dispersion measurement are compared: H2adsorption, O2adsorption, H2titration, and O2titration. A correct comparison requires the knowledge of H/Pdsand O/Pdsstoichiometries. The H/Pdsstoichiometry is discussed by reviewing published results, which lead us to the conclusion that H/Pds=1. Our experimental results demonstrate that the relative O/H stoichiometry is independent of Pd concentration, type of carrier, and preparation method, O/H=1; thus O/Pds=1. If correctly performed, the four methods give the same Pd dispersion, but those based on direct adsorption have less applicability, because they require the complete removal of hydrogen used for reduction from the metal surface. A method to evaluate residual hydrogen is given.","Prelazzi, G.; Cerboni, M.; Leofanti, G.","Comparison of H2 adsorption, O2 adsorption, H2 titration, and O2 titration on supported palladium catalysts.pdf","Comparison of H2 adsorption, O2 adsorption, H2 titration, and O2 titration on supported palladium catalysts",J. Catal.,"1,999",181,,"Pd, catalyst, PdH, composition, loading",,,,,,,,,,,
"3,396",T,http://lenr-canr.org/acrobat/SIFthescience.pdf#page=468,"This talk will not be a summary of the theoretical contributions to this Conference: I think that the individual papers that this book collects can give a much better representation of the work that is now going on in the field than I can possibly attempt to give in a short talk. As a partial excuse I may quote a recent review article of mine, where I try to discuss the most significant theories of cold fusion, and the fact that nothing much new has happened in the last few months. Nor will I discuss cold fusion in the non-equilibrium. conditions prevailing in Titanium, fracto-emission and 'lukewarm' fusion.I shall rather try to examine first the strange facts of hydrogen incorporation into Palladium, and then I shall discuss the phenomena of cold fusion in relation to those facts. In the light of the known experimental data I will then discuss the general features of what we might call 'possible' and 'impossible' theories of cold fusion, somehow drawing a demarcation line between which theoretical ideas can and cannot explain those observations, given the well established and accepted general laws of condensed matter (Quantum Electro Dynamics, QED) and nuclear physics (Quantum Chromo Dynamics, QCD).My discussion will follow quite closely a paper recently completed in collaboration with M. Fleischmann and S . Pons.","Preparata, G.",SIFthescience.pdf,Cold Fusion: What do the Laws of Nature Allow and Forbid?,"Second Annual Conference on Cold Fusion, ""The Science of Cold Fusion""","1,991",1,2018-11-16,"theory, review, ICCF-2",468,476,,,,,,,,,
"3,403",T,http://lenr-canr.org/acrobat/PonsSproceedinga.pdf#page=68,"This talk consists of three parts: the first on the ""pathological"" nature of Cold Fusion ( CF ) phenomena, the second on a wide theoretical effort based on the new i deas of Q ED coherence in matter, and the third replying to explicit criticisms to my work.","Preparata, G.",PonsSproceedinga.pdf,Setting Cold Fusion in Context: A Reply,5th International Conference on Cold Fusion,"1,995",1,2018-11-20,"theory, ICCF-5",68,87,,,,,,,,,
"3,421",T,http://lenr-canr.org/acrobat/ENECOtheseventh.pdf#page=314,"In a gas-loading DlPd or HlPd system, the nuclear products have been identified using mass spectroscopy, scanning electron microscope, electron probe microanalysis, and solid state nuclear track detector. In contrast with the electrolytic cell in most of the ""cold fusion"" experiments, gas-loading system has the advantage of less contamination, and provides one more compelling evidence.","Qiao, G. S.; Han, X. L.; Kong, L. C.; Zheng, S. X.; Huang, H. F.; Yan, Y. J.; Wu, Q. L.; Deng, Y.; Lei, S. L.; Li, X. Z.",ENECOtheseventh.pdf,Nuclear Products in a Gas-Loading D/Pd and H/Pd System,The Seventh International Conference on Cold Fusion,"1,998",,2018-11-26,"helium transmutation, CR-39, radiation, D2,, H2 ICCF-7",314,318,,,,,,,,,
"3,441",T,http://lenr-canr.org/acrobat/Radhakrishtritiumgen.pdf,"In continuation of the earlier R&D work carried out in connection with the investigations for electrochemically induced fusion of deuterons using palladium cathode and platinum anode, a series of experiments was carried out.","Radhakrishnan, T. P.; Sundaresan, R.; Gangadharan, S.; Sen, B. K.; Murthy, T. S.",Radhakrishtritiumgen.pdf,Tritium Generation during Electrolysis Experiment,BARC Studies in Cold Fusion,"1,989",,2006-03-21,tritium,,,,,,,,,,,
"3,450",T,https://lenr-canr.org/acrobat/IkegamiHthirdintera.pdf#page=383,"Cold nuclear fusion of deuterium in an electrolysis cell with palladium electrodes is described as a comprehensive sequence of physical phenomena.1 . Electrolysis generates many more cations than are necessary to sustain ionization in the cell. The excess cations are adsorbed on the cathode surface where they create an electrical charge Qo of ""overvoltage"" Eo.2 A small fraction (0.01 to 0.1%) of the adsorbed cations, which are thousands of times smaller than typical electrolysis cations and driven by meV adsorption kinetics, penetrate several hundred lattice layers into the cathode metal. These nuclei absorb into the metal until its capacity C (nt) saturates. . . .","Ragland, E.",IkegamiHthirdintera.pdf,A Physical Description of Cold Fusion,"Third International Conference on Cold Fusion, ""Frontiers of Cold Fusion""","1,992",1,2018-12-04,"theory, ICCF-3",383,392,,,,,,,,,
"3,452",T,http://lenr-canr.org/acrobat/NEDOthesixthina.pdf#page=139,"Experimental research and evaluation of three electrode (triode) cold fusion electrolysis cells is reported herein. Apparatus development began, after patent application, 05 June 1995. The triode apparatus introduces controlled loading and operation of Fleischmann/Pons-type (F/P) cells. In August 1995 excess heat generation was observed in initial triode apparatus experiments conducted by Dr. Dennis Cravens in his New Mexico laboratory. In November 1995 the Boiler Works laboratory in Diamondhead began experimental evaluation of the triode apparatus. A series of experiments in December, January and February led to development of a functioning triode fusion reactor. The reactor was put into operation 20 March 1996 and operated continuously until 23 August 1996. Over the five months of operation of the reactor several experiments were preformed and over 65,000 data pOints were recorded. This data base is being applied in further triode apparatus developments. . . .","Ragland, E.",NEDOthesixthina.pdf,Triode cell experiments for controlled Fleischmann/Pons effect,"Sixth International Conference on Cold Fusion, Progress in New Hydrogen Energy","1,996",2,2018-11-30,"excess heat, triode",139,144,,,,,,,,,
"3,453",T,http://lenr-canr.org/acrobat/RajPsearchforn.pdf,"The possibility of D-D nuclear fusion in some deuterium-metal systems, under ambient conditions, has aroused feverish worldwide interest. Most of the work reported, so far, concerns deuterium charging of Pd metal through electrolysis of D2O. In the Chemistry Division, we have carried out some experiments on the deuteriding behaviour of Ti metal, through gaseous route, in the absorption as well as desorption modes, with the view to look for the fusion products, neutrons in the present case. These kinds of experiments have been reported by Frascatti Group in Italy. These authors detected neutron emission lasting over a period of several hours.","Raj, P.; Suryanarayana, P.; Sathyamoorthy, A.; Datta, T.",RajPsearchforn.pdf,Search for Nuclear Fusion in Gas Phase Deuteriding of Titanium Metal,BARC Studies in Cold Fusion,"1,989",,2006-05-04,"Ti, neutron, D2",,,,,,,,,,,
"3,456",T,http://lenr-canr.org/acrobat/BiberianJPjcondensedw.pdf#page=290,"We report an easily reproducible Low Energy Nuclear Reactions (LENR) electrolysis experiment on an Ni?H system. An electrolytic cell with a Ni cathode and a Pt anode with an aqueous (H2O not D2O) solution of K2CO3 as electrolyte was used for the experiment. A dc-power supply capable of supplying up to 5 A current was used to drive the electrolysis with the typical current being around 4 A and the applied voltage about 100 V. After running the electrolysis for about two weeks with a daily run time of 8 h on an average, a part of the nickel electrode, which by this time had become black, was taken for elemental analysis using Energy Dispersive Spectroscopy (EDS). The EDS analysis showed that a whole host of new elements had appeared on the cathode such as: K, Fe, Cu, O, Rh, Zr and Pb. The apparent concentration of the elements varied from just over a percent for K and Pb to about 10% for Rh and 20% for Cu. The sample was then taken to a Time of Flight Secondary Ion Mass Spectrometer (ToF-SIMS) for isotopic analysis. This analysis also showed that a set of new elements had appeared on the nickel wire which were: K, Si, Mg, Mn, Zn, O & Rh. The Ni itself was found to have the following isotopes: 58Ni, 60Ni and 62Ni with isotope concentration ratios differing significantly from the ratio found in naturally occurring Ni. It was clear that in the electrolyzed Ni the concentrations of 60Ni and 62Ni had gone down compared to the concentration of 58Ni. This is a clear indication that nuclear reactions had taken place during electrolysis.","Rajeev, K. P.; Gaur, D.",BiberianJPjcondensedw.pdf,Evidence for Nuclear Transmutations in Ni?H Electrolysis,J. Condensed Matter Nucl. Sci.,"2,017",24,2017-10-19,"Electrolysis, LENR, Ni?H systems, Transmutation",290,295,,,,,,,,,
"3,458",T,http://lenr-canr.org/acrobat/RamaraoPgeneration.pdf,"Centre for Energy Research (CER) at Swami Vivekananda Yoga Anusandhana Samsthana (S-VYASA) which is a deemed-to-be University at Bangalore, India started its research on Low Energy Nuclear Reactions (LENR) in 2015. The team at CER tried different designs of custom made reactors and has so far carried out more than 200 experiments with various combinations of the active materials like Nickel (Ni), Palladium (Pd) with Lithium Aluminium Hydride (LAH), Lithium and Hydrogen (H2)/Deuterium (D2) gas at different conditions. Extensive studies and work was also carried out on instrumentation and data Acquisition to capture the phenomena.","Ramarao, P.",RamaraoPgeneration.pdf,Generation of Excess Energy with (Ni+Pd) +H2/D2 system,LENR-CANR.org,"2,020",,2020-09-18,Excess heat,,,,,,,,,,,
"3,459",T,http://lenr-canr.org/acrobat/IkegamiHthirdintera.pdf#page=337,"It is shown that the same phenomenon has been observed in cold fusion and also in other rather different experiments. The necessity to take into account the electron participation in nuclear fusion process in dense media is ensuing from this result. It implies that the fusion reaction rate, necessary for obtaining the Lawson criterion in the thermonuclear case, is not any valid for those experiments: so a new formula is proposed.","Rambaut, M.",IkegamiHthirdintera.pdfDouble screened Coulomb barrier accounts for neutrons productions in cluster and other fusion experiments.pdf,Lawson Criterion Made Obsolete by Cold Fusion through the Double Screening Process,"Third International Conference on Cold Fusion, ""Frontiers of Cold Fusion""","1,992",1,2018-12-04,"theory, screening, ICCF-3",337,340,,,,,,,,,
"3,462",T,http://lenr-canr.org/acrobat/PonsSproceedinga.pdf#page=430,"Cold Fusion outside any substratum is again considered from the Harmonic oscillator resonance and electron accumulation (HOREA) model point of view. If one adds Fractal theory, one gets a more straigthforward agreement with the experimental growth of fusion burst after the apex I of a fast current, and varying approximately like the tenth power I^10. Then it is shown that the model could account for the solar neutrino discrepancy. The paper ends up by a short reminder of two experimental data, in agreement with the HOREA point of view: experimentally noticed Electron accumulations, and Top-Table soft X-ray Laser operation.","Rambaut, M.",PonsSproceedinga.pdf,Experimental Evidences for the Harmonic Oscillator Resonance and Electron Accumulation Model of Cold Fusion,5th International Conference on Cold Fusion,"1,995",1,2018-11-20,"Theory, resonance, ICCF-5",430,433,,,,,,,,,
"3,476",T,http://lenr-canr.org/acrobat/Reifenschwreducedrad.pdf,By heating a TiT0.0035 preparation consisting of extremely small monocrystalline particles (diameter ≈ 15 nm) a decrease of the radioactivity by 40% was observed. In further experiments the concentration of tritium in such preparations was varied (TiTx experiments) showing that the radioactivity of the tritium increased less than proportionally to its concentration. Careful analysis of the experiments seems to rule out the possibility of trivial errors. A provisional hypothetical explanation is formulated. Our experiments may point to a connection with cold DD-fusion.,"Reifenschweiler, O.",Reifenschwreducedrad.pdf,Reduced radioactivity of tritium in small titanium particles,Phys. Lett. A,"1,994",184,2005-01-07,"titanium tritium, reduced radioactivity",,,,,,,,,,,
"3,477",T,http://lenr-canr.org/acrobat/Reifenschwsomeexperi.pdf,"A sharp decrease of the radioactivity of tritium was observed when the hydrogen isotope is sorbed by small monocrystalline particles of titanium and the preparation is heated to several hundred degrees centigrade. In other experiments the concentration of tritium in such preparations was varied, showing that the radioactivity of the tritium increased less than proportionally to its concentration. A first attempt is presented to explain these remarkable effects in terms of a ""nuclear pair hypothesis"".","Reifenschweiler, O.",Reifenschwsomeexperi.pdf,Some Experiments on the Decrease of Radioactivity of Tritium Sorbed by Titanium,5th International Conference on Cold Fusion,"1,995",1,2002-12-17,"titanium, Tritium, half-life, reduced radioactivity",,,,,,,,,,,
"3,478",T,http://lenr-canr.org/acrobat/Reifenschwsomeexperia.pdf,"Experiments claiming a sharp decrease in the radioactivity of tritium incorporated in small monocrystalline particles of titanium have been reported and are described here in more detail. Additional evaluation provides a high degree of evidence for the decrease in the radioactivity of tritium. A first attempt is made to explain this remarkable effect in terms of a ""nuclear pair hypothesis.""","Reifenschweiler, O.",Reifenschwsomeexperia.pdf,Some experiments on the decrease of tritium radioactivity,Fusion Technol.,"1,996",30,2014-07-08,"titanium, tritium, reduced radioactivity, Ti",,,,,,,,,,,
"3,480",T,http://lenr-canr.org/acrobat/Reifenschwcoldfusion.pdf,"In recent papers (1, 2, 3, 4) the author has deduced from experiments with tritium (5) that during heating of a TiT0.0035 -preparation and of a TiT0.0035-preparation the radioactivity of the tritium decreased strongly. This strange effect was distinctly confirmed by the observation that with the TiT0.0035-preparation the radioactivity decreased 12.5 times stronger than the release of tritium (2,3,4). A quite independent proof of the strong decrease of λ of tritium could be obtained by a thermodynamic evaluation of the heating experiment with the TiT0.0035-preparation: Assuming that λ of tritium decreases to zero or nearly zero in a part of the tritons enables the determination of the number of tritons with normal λ, nT and the number of tritons with λ ≈ 0 nTo, both as a function of temperature. Then quite surprising nT and nTo follow the laws of chemical equilibria in distinct parts of the experimental A = f(T)-function. From this unexpected result the decrease of tritium radioactivity is definitely proved once again (6).","Reifenschweiler, O.",Reifenschwcoldfusion.pdf,Cold Fusion and Decrease of Tritium Radioactivity,LENR-CANR.org,"2,003",,2004-01-23,"titanium, tritium, reduced radioactivity",,,,,,,,,,,
"3,483",T,http://lenr-canr.org/acrobat/SIFthescience.pdf#page=270,"We present the results of recent measurements, performed in general with a novel neutron detector, on some titanium-deuterium systems. In spite of the good detector sensitivity, better of the one claimed by Jones and co-workers, no neutron emission was found.","Ricco, G.; Anghinolfi, M.; Corvisiero, P.; Prati, P.; Taiuti, M.; Boragno, C.; Eggenhoffner, R.; Valbusa, U.",SIFthescience.pdf,A Large Solid Angle MultiParameter Neutron Detector,"Second Annual Conference on Cold Fusion, ""The Science of Cold Fusion""","1,991",1,2018-11-16,"neutron, apparatus, method, ICCF-2",270,275,,,,,,,,,
"3,485",T,http://lenr-canr.org/acrobat/NCFIthefirstan.pdf#page=204,"It is demonstrated that electron screening, in combination with a particle velocity distribution, greatly enhances the cross sections and reaction rates for deuteron-deuteron (D-D) and proton-deuteron (p-D) fusion for low kinetic energies (E <= 20 e V, center of mass frame). Jr D fusion rates are shown to be comparable to D-D fusion rates for E ~ 10 eV, so that in electrolysis experiments with equal amounts of H and D, p-D fusion should compete with D-D fusion as a reaction mechanism.","Rice, R. A.; Chulick, G. S.; Kim, Y. E.",NCFIthefirstan.pdf,The Effect of Velocity Distribution and Electron Screening on Cold Fusion,The First Annual Conference on Cold Fusion,"1,990",1,2018-11-26,"theory, ICCF-1",204,212,,,,,,,,,
"3,487",T,http://lenr-canr.org/acrobat/RiceRAcommentsona.pdf,"Several models are examined in which it is claimed that cold fusion is the result either of tight binding of the electrons in H isotope atoms or molecules, or of an electron-H isotope resonance which allows a higher probability of Coulomb barrier penetration. In the case of models in which the electron is tightly bound to the H isotope atom, we show that states below the most deeply bound (-16.39 eV) are impossible in principle. We also present evidence against the possibility of the existence of electron-H isotope resonances. Finally, a lower bound is found for the binding energy of H isotope molecules which is above that calculated in the tightly bound electron-H isotope models.","Rice, R. A.; Kim, Y. E.; Rabinowitz, M.; Zubarev, A. L.",RiceRAcommentsona.pdf,Comments on exotic chemistry models and deep Dirac states for cold fusion,Fourth International Conference on Cold Fusion,"1,994",4,2008-02-08,"theory resonance, Gamow",,,,,,,,,,,
